station_id,datetime,value
22,2023-08-21 13:15:11.062000,-0.7
22,2023-08-21 13:45:14.910000,-0.7
22,2023-08-21 13:45:27.896000,-0.7
22,2023-08-21 14:15:16.923000,-0.7
22,2023-08-21 14:15:17.396000,-0.7
22,2023-08-21 14:30:21.129000,-0.7
22,2023-08-21 15:15:10.387000,-0.69
22,2023-08-21 15:15:11.191000,-0.69
22,2023-08-21 15:45:12.034000,-0.69
22,2023-08-21 15:45:12.567000,-0.69
22,2023-08-21 16:00:11.351000,-0.69
22,2023-08-21 16:00:13.594000,-0.69
22,2023-08-21 16:15:10.587000,-0.7
22,2023-08-21 16:15:11.540000,-0.7
22,2023-08-21 16:30:10.807000,-0.7
22,2023-08-21 16:30:12.051000,-0.7
22,2023-08-21 18:00:11.083000,-0.7
22,2023-08-21 18:00:18.780000,-0.7
22,2023-08-21 18:15:10.249000,-0.7
22,2023-08-21 18:15:13.639000,-0.7
22,2023-08-21 18:30:17.226000,-0.7
22,2023-08-21 18:30:17.267000,-0.7
22,2023-08-21 19:30:10.499000,-0.7
22,2023-08-21 19:30:12.323000,-0.7
22,2023-08-21 20:15:10.007000,-0.7
22,2023-08-21 20:15:13.983000,-0.7
22,2023-08-21 20:30:10.581000,-0.7
22,2023-08-21 20:30:12.364000,-0.7
22,2023-08-21 21:00:10.628000,-0.7
22,2023-08-21 21:00:11.608000,-0.7
22,2023-08-21 21:15:11.501000,-0.7
22,2023-08-21 21:15:11.687000,-0.7
22,2023-08-21 21:30:12.134000,-0.7
22,2023-08-21 21:30:14.487000,-0.7
22,2023-08-21 21:45:10.007000,-0.7
22,2023-08-21 21:45:16.493000,-0.7
22,2023-08-21 22:00:10.204000,-0.7
22,2023-08-21 22:00:12.043000,-0.7
22,2023-08-21 22:15:10.008000,-0.7
22,2023-08-21 22:15:14.912000,-0.7
22,2023-08-21 22:30:10.195000,-0.55
22,2023-08-21 22:30:11.066000,-0.55
22,2023-08-21 22:45:17.586000,-0.7
22,2023-08-21 23:15:10.007000,-0.7
22,2023-08-21 23:15:11.155000,-0.7
22,2023-08-21 23:30:12.351000,-0.7
22,2023-08-21 23:30:12.588000,-0.7
22,2023-08-22 00:00:20.410000,-0.6
22,2023-08-22 00:00:22.849000,-0.6
22,2023-08-22 00:45:12.110000,-0.57
